sequance,matrix,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100
51,tn,0.35137457044673537,0.08784364261168384,0.04392182130584192,0.014640607101947306,0.0036601517754868266,0.0018300758877434133,0.0004575189719358533,0.00011437974298396333,3.812658099465444e-05,1.270886033155148e-05,6.35443016577574e-06,1.588607541443935e-06,3.971518853609837e-07,1.3238396178699456e-07,3.309599044674864e-08,8.27399761168716e-09,4.13699880584358e-09,2.06849940292179e-09,1.034249701460895e-09,5.171248507304475e-10,1.2928121268261187e-10,6.464060634130594e-11,1.6160151585326484e-11,4.040037896331621e-12,2.0200189481658105e-12,5.050047370414526e-13,1.2625118426036316e-13,3.156279606509079e-14,1.5781398032545395e-14,7.890699016272697e-15,1.9726747540681743e-15,6.575582513560581e-16,3.2877912567802905e-16,1.0959304189267634e-16,2.7398260473169086e-17,1.3699130236584543e-17,3.4247825591461357e-18,1.7123912795730679e-18,4.2809781989326697e-19,1.0702445497331674e-19,2.6756113743329185e-20,8.918704581109728e-21,2.229676145277432e-21,5.57419036319358e-22,2.78709518159679e-22,6.967737953991975e-23,2.322579317997325e-23,5.806448294993313e-24,2.9032241474966564e-24,1.4516120737483282e-24,3.6290301843708205e-25,9.072575460927051e-26,4.5362877304635256e-26,1.1340719326158814e-26,5.670359663079407e-27,1.4175899157698518e-27,3.5439747894246294e-28,8.859936973561573e-29,2.2149842433903934e-29,7.383280811301311e-30,1.8458202028253278e-30,6.152734009417759e-31,1.5381835023544398e-31,7.690917511772199e-32,3.8454587558860994e-32,9.613646889715249e-33,2.403411722428812e-33,1.201705861214406e-33,3.004264653036015e-34,1.5021323265180076e-34,5.007107755060025e-35,1.2517769387650061e-35,4.1725897958833536e-36,1.0431474489708384e-36,5.215737244854192e-37,1.738579081618064e-37,8.69289540809032e-38,2.897631802696773e-38,1.4488159013483866e-38,3.6220397533709665e-39,9.055099383427416e-40,4.527549691713708e-40,1.131887422928427e-40,2.8297185573210676e-41,1.4148592786605338e-41,3.5371481966513345e-42,8.842870491628336e-43,2.210717622907084e-43,5.52679405726771e-44,2.763397028633855e-44,1.3816985143169275e-44,3.454246285792319e-45,1.7271231428961594e-45,8.635615714480797e-46,2.1589039286201993e-46,1.0794519643100996e-46,5.397259821550498e-47,1.3493149553876245e-47,4.497716517958748e-48
51,bl,0.15721649484536082,0.07860824742268041,0.039304123711340205,0.019652061855670103,0.009826030927835051,0.004913015463917526,0.002456507731958763,0.0012282538659793814,0.0006141269329896907,0.00030706346649484535,0.00015353173324742268,7.676586662371134e-05,3.838293331185567e-05,1.9191466655927835e-05,9.595733327963917e-06,4.797866663981959e-06,2.3989333319909793e-06,1.1994666659954897e-06,5.997333329977448e-07,2.998666664988724e-07,1.499333332494362e-07,7.49666666247181e-08,3.748333331235905e-08,1.8741666656179526e-08,9.370833328089763e-09,4.6854166640448815e-09,2.3427083320224408e-09,1.1713541660112204e-09,5.856770830056102e-10,2.928385415028051e-10,1.4641927075140255e-10,7.320963537570127e-11,3.6604817687850637e-11,1.8302408843925318e-11,9.151204421962659e-12,4.5756022109813296e-12,2.2878011054906648e-12,1.1439005527453324e-12,5.719502763726662e-13,2.859751381863331e-13,1.4298756909316655e-13,7.149378454658327e-14,3.574689227329164e-14,1.787344613664582e-14,8.93672306832291e-15,4.468361534161455e-15,2.2341807670807273e-15,1.1170903835403637e-15,5.585451917701818e-16,2.792725958850909e-16,1.3963629794254546e-16,6.981814897127273e-17,3.4909074485636365e-17,1.7454537242818182e-17,8.727268621409091e-18,4.3636343107045456e-18,2.1818171553522728e-18,1.0909085776761364e-18,5.454542888380682e-19,2.727271444190341e-19,1.3636357220951705e-19,6.818178610475852e-20,3.409089305237926e-20,1.704544652618963e-20,8.522723263094816e-21,4.261361631547408e-21,2.130680815773704e-21,1.065340407886852e-21,5.32670203943426e-22,2.66335101971713e-22,1.331675509858565e-22,6.658377549292825e-23,3.3291887746464123e-23,1.6645943873232062e-23,8.322971936616031e-24,4.1614859683080154e-24,2.0807429841540077e-24,1.0403714920770039e-24,5.201857460385019e-25,2.6009287301925096e-25,1.3004643650962548e-25,6.502321825481274e-26,3.251160912740637e-26,1.6255804563703185e-26,8.127902281851593e-27,4.063951140925796e-27,2.031975570462898e-27,1.015987785231449e-27,5.079938926157245e-28,2.5399694630786227e-28,1.2699847315393113e-28,6.349923657696557e-29,3.1749618288482784e-29,1.5874809144241392e-29,7.937404572120696e-30,3.968702286060348e-30,1.984351143030174e-30,9.92175571515087e-31,4.960877857575435e-31
51,bp,0.3427835051546392,0.1713917525773196,0.0856958762886598,0.0428479381443299,0.02142396907216495,0.010711984536082474,0.005355992268041237,0.0026779961340206186,0.0013389980670103093,0.0006694990335051546,0.0003347495167525773,0.00016737475837628866,8.368737918814433e-05,4.1843689594072165e-05,2.0921844797036083e-05,1.0460922398518041e-05,5.230461199259021e-06,2.6152305996295103e-06,1.3076152998147552e-06,6.538076499073776e-07,3.269038249536888e-07,1.634519124768444e-07,8.17259562384222e-08,4.08629781192111e-08,2.043148905960555e-08,1.0215744529802775e-08,5.107872264901387e-09,2.5539361324506937e-09,1.2769680662253468e-09,6.384840331126734e-10,3.192420165563367e-10,1.5962100827816836e-10,7.981050413908418e-11,3.990525206954209e-11,1.9952626034771044e-11,9.976313017385522e-12,4.988156508692761e-12,2.4940782543463806e-12,1.2470391271731903e-12,6.235195635865951e-13,3.1175978179329757e-13,1.5587989089664878e-13,7.793994544832439e-14,3.8969972724162196e-14,1.9484986362081098e-14,9.742493181040549e-15,4.8712465905202745e-15,2.4356232952601373e-15,1.2178116476300686e-15,6.089058238150343e-16,3.0445291190751716e-16,1.5222645595375858e-16,7.611322797687929e-17,3.8056613988439645e-17,1.9028306994219822e-17,9.514153497109911e-18,4.7570767485549556e-18,2.3785383742774778e-18,1.1892691871387389e-18,5.946345935693694e-19,2.973172967846847e-19,1.4865864839234236e-19,7.432932419617118e-20,3.716466209808559e-20,1.8582331049042795e-20,9.291165524521398e-21,4.645582762260699e-21,2.3227913811303494e-21,1.1613956905651747e-21,5.8069784528258735e-22,2.9034892264129368e-22,1.4517446132064684e-22,7.258723066032342e-23,3.629361533016171e-23,1.8146807665080855e-23,9.073403832540427e-24,4.536701916270214e-24,2.268350958135107e-24,1.1341754790675534e-24,5.670877395337767e-25,2.8354386976688836e-25,1.4177193488344418e-25,7.088596744172209e-26,3.5442983720861044e-26,1.7721491860430522e-26,8.860745930215261e-27,4.4303729651076306e-27,2.2151864825538153e-27,1.1075932412769076e-27,5.537966206384538e-28,2.768983103192269e-28,1.3844915515961345e-28,6.922457757980673e-29,3.4612288789903364e-29,1.7306144394951682e-29,8.653072197475841e-30,4.3265360987379205e-30,2.1632680493689602e-30,1.0816340246844801e-30
52,tv,0.33284313725490194,0.11094771241830065,0.027736928104575162,0.013868464052287581,0.0034671160130718953,0.0008667790032679738,0.00021669475081699345,0.00010834737540849673,3.611579180283224e-05,1.2038597267610746e-05,4.012865755870248e-06,2.006432877935124e-06,6.68810959311708e-07,3.34405479655854e-07,8.36013699139635e-08,2.0900342478490876e-08,1.0450171239245438e-08,2.6125428098113595e-09,8.708476032704532e-10,2.9028253442348435e-10,7.257063360587109e-11,2.4190211201957027e-11,8.063403733985675e-12,4.031701866992837e-12,1.0079254667482093e-12,3.3597515558273644e-13,1.6798757779136822e-13,5.59958592637894e-14,2.79979296318947e-14,6.999482407973675e-15,3.4997412039868377e-15,8.749353009967094e-16,2.1873382524917735e-16,7.291127508305912e-17,3.645563754152956e-17,9.11390938538239e-18,2.2784773463455974e-18,1.1392386731727987e-18,3.7974622439093287e-19,9.493655609773322e-20,3.1645518699244406e-20,1.0548506233081468e-20,2.637126558270367e-21,6.592816395675917e-22,3.2964081978379587e-22,8.241020494594897e-23,4.1205102472974483e-23,1.0301275618243621e-23,2.5753189045609052e-24,8.58439634853635e-25,4.292198174268175e-25,1.0730495435670438e-25,2.6826238589176094e-26,1.3413119294588047e-26,3.353279823647012e-27,1.676639911823506e-27,8.38319955911753e-28,4.191599779558765e-28,1.0478999448896912e-28,5.239499724448456e-29,2.619749862224228e-29,6.54937465556057e-30,2.1831248851868565e-30,1.0915624425934282e-30,3.638541475311427e-31,1.2128471584371424e-31,6.064235792185712e-32,2.0214119307285706e-32,1.0107059653642853e-32,2.5267649134107132e-33,1.2633824567053566e-33,3.1584561417633915e-34,1.0528187139211304e-34,3.5093957130704344e-35,1.169798571023478e-35,3.8993285700782597e-36,1.2997761900260864e-36,6.498880950130432e-37,1.624720237532608e-37,4.06180059383152e-38,1.01545014845788e-38,5.0772507422894e-39,1.26931268557235e-39,3.173281713930875e-40,1.5866408569654376e-40,7.933204284827188e-41,3.966602142413594e-41,9.916505356033985e-42,4.9582526780169924e-42,1.6527508926723306e-42,4.1318772316808264e-43,1.0329693079202066e-43,2.5824232698005165e-44,1.2912116349002583e-44,6.456058174501291e-45,3.2280290872506456e-45,8.070072718126614e-46,2.0175181795316535e-46,5.043795448829134e-47
52,tn,0.22941176470588237,0.07647058823529412,0.01911764705882353,0.006372549019607843,0.0015931372549019608,0.0007965686274509804,0.0001991421568627451,9.957107843137255e-05,2.4892769607843137e-05,1.2446384803921568e-05,4.1487949346405225e-06,2.0743974673202613e-06,5.185993668300653e-07,1.2964984170751633e-07,6.482492085375816e-08,1.620623021343954e-08,8.10311510671977e-09,2.0257787766799426e-09,1.0128893883399713e-09,3.3762979611332376e-10,8.440744902833094e-11,2.8135816342776978e-11,1.4067908171388489e-11,4.689302723796162e-12,1.1723256809490406e-12,3.907752269830135e-13,1.3025840899433782e-13,6.512920449716891e-14,2.1709734832389635e-14,5.427433708097409e-15,1.8091445693658028e-15,4.522861423414507e-16,1.5076204744715022e-16,3.7690511861787556e-17,1.8845255930893778e-17,4.7113139827234445e-18,2.3556569913617222e-18,1.1778284956808611e-18,5.889142478404306e-19,2.944571239202153e-19,1.4722856196010764e-19,7.361428098005382e-20,3.680714049002691e-20,9.201785122506728e-21,4.600892561253364e-21,1.150223140313341e-21,5.751115701566705e-22,2.8755578507833524e-22,1.4377789253916762e-22,7.188894626958381e-23,1.7972236567395952e-23,8.986118283697976e-24,2.246529570924494e-24,7.488431903081646e-25,2.496143967693882e-25,1.248071983846941e-25,3.1201799596173525e-26,1.5600899798086762e-26,3.9002249495216906e-27,9.750562373804227e-28,4.875281186902113e-28,1.625093728967371e-28,8.125468644836855e-29,2.7084895482789513e-29,1.3542447741394757e-29,3.385611935348689e-30,8.464029838371723e-31,2.1160074595929307e-31,1.0580037297964654e-31,2.6450093244911634e-32,1.3225046622455817e-32,3.306261655613954e-33,1.653130827806977e-33,4.132827069517443e-34,1.0332067673793607e-34,3.444022557931202e-35,8.610056394828005e-36,4.305028197414003e-36,1.0762570493535007e-36,5.381285246767503e-37,1.3453213116918758e-37,6.726606558459379e-38,1.6816516396148448e-38,8.408258198074224e-39,2.102064549518556e-39,7.0068818317285195e-40,3.5034409158642597e-40,1.1678136386214198e-40,2.9195340965535494e-41,9.731780321845164e-42,2.432945080461291e-42,8.10981693487097e-43,4.054908467435485e-43,1.0137271168588713e-43,2.534317792147178e-44,6.335794480367946e-45,1.5839486200919864e-45,7.919743100459932e-46,2.6399143668199773e-46
52,bl,0.23823529411764705,0.11911764705882352,0.05955882352941176,0.02977941176470588,0.01488970588235294,0.00744485294117647,0.003722426470588235,0.0018612132352941175,0.0009306066176470588,0.0004653033088235294,0.0002326516544117647,0.00011632582720588235,5.816291360294117e-05,2.9081456801470587e-05,1.4540728400735293e-05,7.270364200367647e-06,3.6351821001838233e-06,1.8175910500919117e-06,9.087955250459558e-07,4.543977625229779e-07,2.2719888126148896e-07,1.1359944063074448e-07,5.679972031537224e-08,2.839986015768612e-08,1.419993007884306e-08,7.09996503942153e-09,3.549982519710765e-09,1.7749912598553825e-09,8.874956299276912e-10,4.437478149638456e-10,2.218739074819228e-10,1.109369537409614e-10,5.54684768704807e-11,2.773423843524035e-11,1.3867119217620176e-11,6.933559608810088e-12,3.466779804405044e-12,1.733389902202522e-12,8.66694951101261e-13,4.333474755506305e-13,2.1667373777531524e-13,1.0833686888765762e-13,5.416843444382881e-14,2.7084217221914406e-14,1.3542108610957203e-14,6.771054305478601e-15,3.3855271527393007e-15,1.6927635763696503e-15,8.463817881848252e-16,4.231908940924126e-16,2.115954470462063e-16,1.0579772352310315e-16,5.2898861761551573e-17,2.6449430880775787e-17,1.3224715440387893e-17,6.612357720193947e-18,3.3061788600969733e-18,1.6530894300484867e-18,8.265447150242433e-19,4.1327235751212167e-19,2.0663617875606083e-19,1.0331808937803042e-19,5.165904468901521e-20,2.5829522344507604e-20,1.2914761172253802e-20,6.457380586126901e-21,3.2286902930634505e-21,1.6143451465317253e-21,8.071725732658626e-22,4.035862866329313e-22,2.0179314331646566e-22,1.0089657165823283e-22,5.0448285829116414e-23,2.5224142914558207e-23,1.2612071457279104e-23,6.306035728639552e-24,3.153017864319776e-24,1.576508932159888e-24,7.88254466079944e-25,3.94127233039972e-25,1.97063616519986e-25,9.8531808259993e-26,4.92659041299965e-26,2.463295206499825e-26,1.2316476032499125e-26,6.158238016249562e-27,3.079119008124781e-27,1.5395595040623906e-27,7.697797520311953e-28,3.8488987601559764e-28,1.9244493800779882e-28,9.622246900389941e-29,4.8111234501949705e-29,2.4055617250974853e-29,1.2027808625487426e-29,6.013904312743713e-30,3.0069521563718566e-30,1.5034760781859283e-30,7.5173803909296415e-31
52,bp,0.26176470588235295,0.13088235294117648,0.06544117647058824,0.03272058823529412,0.01636029411764706,0.00818014705882353,0.004090073529411765,0.0020450367647058825,0.0010225183823529412,0.0005112591911764706,0.0002556295955882353,0.00012781479779411765,6.390739889705883e-05,3.1953699448529413e-05,1.5976849724264707e-05,7.988424862132353e-06,3.994212431066177e-06,1.9971062155330883e-06,9.985531077665442e-07,4.992765538832721e-07,2.4963827694163604e-07,1.2481913847081802e-07,6.240956923540901e-08,3.1204784617704505e-08,1.5602392308852253e-08,7.801196154426126e-09,3.900598077213063e-09,1.9502990386065316e-09,9.751495193032658e-10,4.875747596516329e-10,2.4378737982581645e-10,1.2189368991290822e-10,6.094684495645411e-11,3.0473422478227056e-11,1.5236711239113528e-11,7.618355619556764e-12,3.809177809778382e-12,1.904588904889191e-12,9.522944524445955e-13,4.761472262222977e-13,2.3807361311114887e-13,1.1903680655557444e-13,5.951840327778722e-14,2.975920163889361e-14,1.4879600819446805e-14,7.439800409723402e-15,3.719900204861701e-15,1.8599501024308506e-15,9.299750512154253e-16,4.649875256077126e-16,2.324937628038563e-16,1.1624688140192816e-16,5.812344070096408e-17,2.906172035048204e-17,1.453086017524102e-17,7.26543008762051e-18,3.632715043810255e-18,1.8163575219051275e-18,9.081787609525638e-19,4.540893804762819e-19,2.2704469023814094e-19,1.1352234511907047e-19,5.676117255953524e-20,2.838058627976762e-20,1.419029313988381e-20,7.095146569941904e-21,3.547573284970952e-21,1.773786642485476e-21,8.86893321242738e-22,4.43446660621369e-22,2.217233303106845e-22,1.1086166515534226e-22,5.543083257767113e-23,2.7715416288835564e-23,1.3857708144417782e-23,6.928854072208891e-24,3.4644270361044455e-24,1.7322135180522228e-24,8.661067590261114e-25,4.330533795130557e-25,2.1652668975652784e-25,1.0826334487826392e-25,5.413167243913196e-26,2.706583621956598e-26,1.353291810978299e-26,6.766459054891495e-27,3.3832295274457476e-27,1.6916147637228738e-27,8.458073818614369e-28,4.2290369093071845e-28,2.1145184546535922e-28,1.0572592273267961e-28,5.286296136633981e-29,2.6431480683169903e-29,1.3215740341584951e-29,6.607870170792476e-30,3.303935085396238e-30,1.651967542698119e-30,8.259837713490595e-31
53,tv,0.24949799196787148,0.12474899598393574,0.04158299866131191,0.020791499330655955,0.006930499776885318,0.002310166592295106,0.0007700555307650353,0.00019251388269125882,9.625694134562941e-05,2.4064235336407353e-05,6.016058834101838e-06,3.008029417050919e-06,1.0026764723503063e-06,3.3422549078343543e-07,1.6711274539171772e-07,4.177818634792943e-08,2.0889093173964714e-08,5.222273293491179e-09,2.6111366467455893e-09,6.527841616863973e-10,1.6319604042159933e-10,8.159802021079967e-11,2.7199340070266554e-11,1.3599670035133277e-11,4.5332233450444254e-12,2.2666116725222127e-12,7.555372241740709e-13,1.8888430604351773e-13,9.444215302175886e-14,2.3610538255439716e-14,1.1805269127719858e-14,5.902634563859929e-15,1.4756586409649822e-15,4.91886213654994e-16,1.6396207121833133e-16,8.198103560916566e-17,2.7327011869721886e-17,9.109003956573962e-18,3.0363346521913205e-18,1.5181673260956603e-18,5.060557753652201e-19,1.2651394384130501e-19,4.2171314613768334e-20,2.1085657306884167e-20,5.271414326721042e-21,1.3178535816802604e-21,4.392845272267534e-22,2.196422636133767e-22,7.321408787112557e-23,1.830352196778139e-23,6.101173989260464e-24,2.033724663086821e-24,5.084311657717053e-25,2.5421558288585264e-25,6.355389572146316e-26,2.1184631907154386e-26,5.2961579767885965e-27,2.6480789883942982e-27,8.826929961314326e-28,2.9423099871047754e-28,7.355774967761939e-29,3.677887483880969e-29,9.194718709702423e-30,3.0649062365674743e-30,1.5324531182837371e-30,3.831132795709343e-31,9.577831989273357e-32,3.1926106630911187e-32,1.5963053315455593e-32,5.321017771818531e-33,1.3302544429546328e-33,4.434181476515443e-34,1.4780604921718141e-34,3.6951512304295353e-35,1.8475756152147677e-35,4.618939038036919e-36,1.1547347595092298e-36,2.8868368987730745e-37,9.622789662576913e-38,4.811394831288457e-38,1.6037982770961522e-38,4.0094956927403804e-39,2.0047478463701902e-39,5.0118696159254755e-40,2.5059348079627378e-40,6.264837019906844e-41,3.132418509953422e-41,1.566209254976711e-41,7.831046274883555e-42,3.915523137441778e-42,9.788807843604444e-43,4.894403921802222e-43,1.2236009804505555e-43,3.059002451126389e-44,1.5295012255631944e-44,7.647506127815972e-45,3.823753063907986e-45,9.559382659769965e-46,2.3898456649424913e-46
53,tn,0.2635542168674699,0.08785140562248996,0.02196285140562249,0.007320950468540829,0.002440316822846943,0.0006100792057117358,0.0003050396028558679,0.00010167986761862262,5.083993380931131e-05,1.2709983452327827e-05,6.3549917261639136e-06,1.5887479315409784e-06,7.943739657704892e-07,2.6479132192349636e-07,8.826377397449878e-08,2.9421257991499593e-08,9.80708599716653e-09,2.4517714992916325e-09,1.2258857496458162e-09,6.129428748229081e-10,1.5323571870572703e-10,7.661785935286351e-11,3.830892967643176e-11,1.915446483821588e-11,9.57723241910794e-12,2.394308104776985e-12,7.981027015923283e-13,2.660342338641094e-13,1.330171169320547e-13,3.3254279233013674e-14,1.1084759744337891e-14,5.5423798721689454e-15,1.8474599573896485e-15,9.237299786948242e-16,2.3093249467370606e-16,5.773312366842651e-17,2.886656183421326e-17,1.443328091710663e-17,7.216640458553314e-18,3.608320229276657e-18,1.8041601146383286e-18,9.020800573191643e-19,2.2552001432979107e-19,1.1276000716489554e-19,2.8190001791223884e-20,9.396667263741294e-21,2.3491668159353236e-21,5.872917039838309e-22,1.9576390132794362e-22,6.52546337759812e-23,3.26273168879906e-23,8.15682922199765e-24,4.078414610998825e-24,1.3594715369996083e-24,6.797357684998041e-25,1.6993394212495104e-25,4.248348553123776e-26,1.062087138280944e-26,5.31043569140472e-27,2.65521784570236e-27,1.32760892285118e-27,3.31902230712795e-28,1.659511153563975e-28,4.1487778839099374e-29,2.0743889419549687e-29,5.185972354887422e-30,2.592986177443711e-30,6.482465443609277e-31,2.1608218145364254e-31,7.202739381788084e-32,2.4009131272626947e-32,6.002282818156737e-33,3.0011414090783684e-33,1.0003804696927895e-33,3.3346015656426314e-34,8.336503914106578e-35,4.168251957053289e-35,1.0420629892633223e-35,3.473543297544408e-36,1.1578477658481359e-36,3.85949255282712e-37,9.6487313820678e-38,4.8243656910339e-38,1.206091422758475e-38,4.0203047425282497e-39,1.3401015808427498e-39,6.700507904213749e-40,2.233502634737916e-40,5.58375658684479e-41,2.791878293422395e-41,9.30626097807465e-42,3.1020869926915497e-42,1.5510434963457748e-42,5.1701449878192494e-43,2.5850724939096247e-43,8.616908313032082e-44,2.1542270782580206e-44,1.0771135391290103e-44,2.6927838478225257e-45
53,bl,0.0753012048192771,0.03765060240963855,0.018825301204819275,0.009412650602409638,0.004706325301204819,0.0023531626506024094,0.0011765813253012047,0.0005882906626506024,0.0002941453313253012,0.0001470726656626506,7.35363328313253e-05,3.676816641566265e-05,1.8384083207831324e-05,9.192041603915662e-06,4.596020801957831e-06,2.2980104009789154e-06,1.1490052004894577e-06,5.745026002447289e-07,2.8725130012236443e-07,1.4362565006118221e-07,7.181282503059111e-08,3.5906412515295554e-08,1.7953206257647777e-08,8.976603128823888e-09,4.488301564411944e-09,2.244150782205972e-09,1.122075391102986e-09,5.61037695551493e-10,2.805188477757465e-10,1.4025942388787326e-10,7.012971194393663e-11,3.5064855971968314e-11,1.7532427985984157e-11,8.766213992992079e-12,4.383106996496039e-12,2.1915534982480196e-12,1.0957767491240098e-12,5.478883745620049e-13,2.7394418728100245e-13,1.3697209364050123e-13,6.848604682025061e-14,3.4243023410125307e-14,1.7121511705062653e-14,8.560755852531327e-15,4.280377926265663e-15,2.1401889631328317e-15,1.0700944815664158e-15,5.350472407832079e-16,2.6752362039160396e-16,1.3376181019580198e-16,6.688090509790099e-17,3.3440452548950495e-17,1.6720226274475247e-17,8.360113137237624e-18,4.180056568618812e-18,2.090028284309406e-18,1.045014142154703e-18,5.225070710773515e-19,2.6125353553867574e-19,1.3062676776933787e-19,6.531338388466894e-20,3.265669194233447e-20,1.6328345971167234e-20,8.164172985583617e-21,4.0820864927918085e-21,2.0410432463959042e-21,1.0205216231979521e-21,5.102608115989761e-22,2.5513040579948803e-22,1.2756520289974401e-22,6.378260144987201e-23,3.1891300724936004e-23,1.5945650362468002e-23,7.972825181234001e-24,3.9864125906170005e-24,1.9932062953085002e-24,9.966031476542501e-25,4.983015738271251e-25,2.4915078691356253e-25,1.2457539345678126e-25,6.228769672839063e-26,3.1143848364195316e-26,1.5571924182097658e-26,7.785962091048829e-27,3.8929810455244145e-27,1.9464905227622073e-27,9.732452613811036e-28,4.866226306905518e-28,2.433113153452759e-28,1.2165565767263795e-28,6.082782883631898e-29,3.041391441815949e-29,1.5206957209079744e-29,7.603478604539872e-30,3.801739302269936e-30,1.900869651134968e-30,9.50434825567484e-31,4.75217412783742e-31,2.37608706391871e-31
53,bp,0.4246987951807229,0.21234939759036145,0.10617469879518072,0.05308734939759036,0.02654367469879518,0.01327183734939759,0.006635918674698795,0.0033179593373493976,0.0016589796686746988,0.0008294898343373494,0.0004147449171686747,0.00020737245858433735,0.00010368622929216868,5.184311464608434e-05,2.592155732304217e-05,1.2960778661521085e-05,6.480389330760542e-06,3.240194665380271e-06,1.6200973326901356e-06,8.100486663450678e-07,4.050243331725339e-07,2.0251216658626695e-07,1.0125608329313347e-07,5.0628041646566737e-08,2.5314020823283368e-08,1.2657010411641684e-08,6.328505205820842e-09,3.164252602910421e-09,1.5821263014552105e-09,7.910631507276053e-10,3.9553157536380263e-10,1.9776578768190131e-10,9.888289384095066e-11,4.944144692047533e-11,2.4720723460237664e-11,1.2360361730118832e-11,6.180180865059416e-12,3.090090432529708e-12,1.545045216264854e-12,7.72522608132427e-13,3.862613040662135e-13,1.9313065203310675e-13,9.656532601655338e-14,4.828266300827669e-14,2.4141331504138344e-14,1.2070665752069172e-14,6.035332876034586e-15,3.017666438017293e-15,1.5088332190086465e-15,7.544166095043233e-16,3.7720830475216163e-16,1.8860415237608081e-16,9.430207618804041e-17,4.7151038094020203e-17,2.3575519047010102e-17,1.1787759523505051e-17,5.8938797617525254e-18,2.9469398808762627e-18,1.4734699404381314e-18,7.367349702190657e-19,3.6836748510953284e-19,1.8418374255476642e-19,9.209187127738321e-20,4.6045935638691605e-20,2.3022967819345802e-20,1.1511483909672901e-20,5.7557419548364506e-21,2.8778709774182253e-21,1.4389354887091126e-21,7.194677443545563e-22,3.5973387217727816e-22,1.7986693608863908e-22,8.993346804431954e-23,4.496673402215977e-23,2.2483367011079885e-23,1.1241683505539943e-23,5.620841752769971e-24,2.8104208763849856e-24,1.4052104381924928e-24,7.026052190962464e-25,3.513026095481232e-25,1.756513047740616e-25,8.78256523870308e-26,4.39128261935154e-26,2.19564130967577e-26,1.097820654837885e-26,5.489103274189425e-27,2.7445516370947125e-27,1.3722758185473563e-27,6.861379092736781e-28,3.4306895463683907e-28,1.7153447731841953e-28,8.576723865920977e-29,4.2883619329604883e-29,2.1441809664802442e-29,1.0720904832401221e-29,5.3604524162006104e-30,2.6802262081003052e-30,1.3401131040501526e-30
54,tv,0.10271317829457365,0.05135658914728682,0.017118863049095608,0.008559431524547804,0.0028531438415159345,0.0014265719207579672,0.00047552397358598906,0.00015850799119532968,5.283599706510989e-05,1.7611999021703296e-05,5.870666340567765e-06,1.4676665851419413e-06,3.669166462854853e-07,1.8345832314274266e-07,4.5864580785685665e-08,1.1466145196421416e-08,2.866536299105354e-09,1.433268149552677e-09,3.5831703738816926e-10,1.7915851869408463e-10,5.971950623136154e-11,2.985975311568077e-11,7.464938278920192e-12,1.866234569730048e-12,4.66558642432512e-13,1.16639660608128e-13,5.8319830304064e-14,2.9159915152032e-14,1.4579957576016e-14,7.289978788008e-15,1.822494697002e-15,9.11247348501e-16,3.03749116167e-16,7.593727904175e-17,3.7968639520875e-17,9.49215988021875e-18,4.746079940109375e-18,2.3730399700546876e-18,5.932599925136719e-19,1.9775333083789064e-19,6.591777694596355e-20,3.295888847298177e-20,1.098629615766059e-20,3.662098719220196e-21,1.831049359610098e-21,6.103497865366994e-22,1.5258744663417484e-22,3.814686165854371e-23,1.2715620552847903e-23,6.3578102764239515e-24,1.5894525691059879e-24,7.947262845529939e-25,1.9868157113824848e-25,9.934078556912424e-26,2.483519639228106e-26,1.241759819614053e-26,6.208799098070265e-27,3.1043995490351326e-27,7.760998872587831e-28,1.9402497181469578e-28,9.701248590734789e-29,4.8506242953673946e-29,1.2126560738418487e-29,6.063280369209243e-30,3.0316401846046216e-30,1.5158200923023108e-30,3.789550230755777e-31,1.2631834102519257e-31,3.157958525629814e-32,1.578979262814907e-32,3.947448157037268e-33,1.973724078518634e-33,9.86862039259317e-34,2.4671550981482923e-34,1.2335775490741462e-34,3.0839438726853654e-35,1.5419719363426827e-35,3.854929840856707e-36,1.9274649204283534e-36,9.637324602141767e-37,2.4093311505354417e-37,6.023327876338604e-38,2.0077759587795347e-38,6.692586529265115e-39,1.6731466323162787e-39,8.365733161581393e-40,2.788577720527131e-40,9.29525906842377e-41,3.09841968947459e-41,1.549209844737295e-41,5.164032815790983e-42,1.2910082039477458e-42,6.455041019738729e-43,2.1516803399129095e-43,5.379200849782274e-44,2.689600424891137e-44,6.724001062227842e-45,3.362000531113921e-45,8.405001327784803e-46
